rank,name,team,opponent,game,pitcher,odds,final_hr_score,decision_tier,temperature,wind_speed,wind_direction,weather_desc,venue,roof_status,vegas_total,temp_score,wind_score,park_score,vegas_score,raw_weather_boost,weather_environment_score,weather_environment_grade,note
93,Daylen Lile,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,Nick Lodolo,820,56.8,PASS,53.4,15,320,broken clouds,Nationals Park,OPEN_AIR_OR_UNKNOWN,8.3,44,56,50.5,53,0,50.5,SUPPRESS,Weather slightly suppresses power
94,Adrian Del Castillo,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,780,56.5,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
95,Dalton Rushing,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,520,54.3,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.5,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
96,Jackson Chourio,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,725,54.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
97,Ryan Jeffers,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,600,53.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.5,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
98,Keibert Ruiz,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,Nick Lodolo,880,52.3,PASS,53.4,15,320,broken clouds,Nationals Park,OPEN_AIR_OR_UNKNOWN,8.3,44,56,50.5,53,0,50.5,SUPPRESS,Weather slightly suppresses power
99,Kody Clemens,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,625,51.9,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.5,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
100,Brice Turang,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,680,51,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
101,Jake Bauers,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,800,50.3,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
102,Royce Lewis,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,650,49.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.5,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
103,Lane Thomas,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,Noah Schultz,680,48.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.4,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
104,Josh Bell,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,700,46.7,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.5,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
105,Ke'Bryan Hayes,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,Jake Irvin,1020,43.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.3,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
106,Nick Loftin,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,Noah Schultz,940,42.3,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.4,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
107,James McCann,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,950,42.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
108,Garrett Mitchell,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,1000,42.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
109,Trevor Larnach,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,725,41.9,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.5,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
110,Nasim Nuñez,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,Nick Lodolo,1200,41.6,PASS,53.4,15,320,broken clouds,Nationals Park,OPEN_AIR_OR_UNKNOWN,8.3,44,56,50.5,53,0,50.5,SUPPRESS,Weather slightly suppresses power
111,Nick Yorke,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,920,41.5,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
112,Sung-Mun Song,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,1000,40.9,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
113,Jacob Young,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,Nick Lodolo,1600,39.9,PASS,53.4,15,320,broken clouds,Nationals Park,OPEN_AIR_OR_UNKNOWN,8.3,44,56,50.5,53,0,50.5,SUPPRESS,Weather slightly suppresses power
114,Billy Cook,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,900,39.5,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
115,Christian Yelich,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,790,39.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
116,Brooks Lee,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,880,38.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.5,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
117,William Contreras,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,900,38.6,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
118,Jared Triolo,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,1200,37.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
119,Andrew Vaughn,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,900,36.9,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
120,Kyle Karros,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,1240,32.4,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
121,Luis Rengifo,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,1500,32.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
122,David Hamilton,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,1600,29.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
123,Austin Martin,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,1800,28.9,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.5,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
124,Luke Keaschall,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,1360,28.7,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.5,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
125,Sal Frelick,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,2000,28.6,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
126,Connor Wong,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,920,43.6,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
127,Mike Yastrzemski,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,620,42.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
128,Jorge Mateo,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,960,40.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
129,Tyrone Taylor,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,980,38.4,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
130,J.T. Realmuto,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,980,37.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
131,Tyler Heineman,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,1280,36.9,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
132,Vidal Bruján,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,1050,36.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
133,Edmundo Sosa,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,1020,35.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
134,Luke Raley,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,474,80.6,STRONG PLAY,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,9.3,44,52,47.7,57,0,49.7,SUPPRESS,Weather slightly suppresses power
135,Dominic Canzone,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,529,72.2,VALUE BOMB,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,9.3,44,52,47.7,57,0,49.7,SUPPRESS,Weather slightly suppresses power
136,Julio Rodríguez,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,470,63.7,WATCH,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,9.3,44,52,47.7,57,0,49.7,SUPPRESS,Weather slightly suppresses power
137,Josh Naylor,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,567,61.1,WATCH,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,9.3,44,52,47.7,57,0,49.7,SUPPRESS,Weather slightly suppresses power
138,Randy Arozarena,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,591,59.4,WATCH,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,9.3,44,52,47.7,57,0,49.7,SUPPRESS,Weather slightly suppresses power
139,Brendan Donovan,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,589,57.6,PASS,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,9.3,44,52,47.7,57,0,49.7,SUPPRESS,Weather slightly suppresses power
140,Cole Young,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,1000,49.5,PASS,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,9.3,44,52,47.7,57,0,49.7,SUPPRESS,Weather slightly suppresses power
141,J.P. Crawford,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,1060,47.5,PASS,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,9.3,44,52,47.7,57,0,49.7,SUPPRESS,Weather slightly suppresses power
142,Fernando Tatis Jr.,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,502,53.4,PASS,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,8,44,52,47.7,53,0,49,SUPPRESS,Weather slightly suppresses power
143,Ramón Laureano,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,575,51.8,PASS,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,8,44,52,47.7,53,0,49,SUPPRESS,Weather slightly suppresses power
144,Jackson Merrill,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,568,50.9,PASS,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,8,44,52,47.7,53,0,49,SUPPRESS,Weather slightly suppresses power
145,Gavin Sheets,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,590,50.1,PASS,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,8,44,52,47.7,53,0,49,SUPPRESS,Weather slightly suppresses power
146,Manny Machado,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,556,46.8,PASS,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,8,44,52,47.7,53,0,49,SUPPRESS,Weather slightly suppresses power
147,Xander Bogaerts,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,720,44.5,PASS,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,8,44,52,47.7,53,0,49,SUPPRESS,Weather slightly suppresses power
148,Miguel Andujar,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,880,41.3,PASS,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,8,44,52,47.7,53,0,49,SUPPRESS,Weather slightly suppresses power
149,Freddy Fermin,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,1050,32.1,PASS,49.2,10.4,170,broken clouds,T-Mobile Park,OPEN_AIR_OR_UNKNOWN,8,44,52,47.7,53,0,49,SUPPRESS,Weather slightly suppresses power
150,Kyle Stowers,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,Simeon Woods Richardson,400,73.4,PLAYABLE,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,8.5,54,50,56,53,0,48.9,SUPPRESS,Weather slightly suppresses power
151,Otto Lopez,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,Simeon Woods Richardson,850,65.3,LOTTO ONLY,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,8.5,54,50,56,53,0,48.9,SUPPRESS,Weather slightly suppresses power
152,Connor Norby,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,Simeon Woods Richardson,650,62.1,LOTTO ONLY,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,8.5,54,50,56,53,0,48.9,SUPPRESS,Weather slightly suppresses power
153,Owen Caissie,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,Simeon Woods Richardson,850,60.9,WATCH,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,8.5,54,50,56,53,0,48.9,SUPPRESS,Weather slightly suppresses power
154,Liam Hicks,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,Simeon Woods Richardson,900,50.5,PASS,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,8.5,54,50,56,53,0,48.9,SUPPRESS,Weather slightly suppresses power
155,Xavier Edwards,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,Simeon Woods Richardson,950,50.4,PASS,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,8.5,54,50,56,53,0,48.9,SUPPRESS,Weather slightly suppresses power
156,Jakob Marsee,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,Simeon Woods Richardson,900,49.8,PASS,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,8.5,54,50,56,53,0,48.9,SUPPRESS,Weather slightly suppresses power
157,Joe Mack,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,Simeon Woods Richardson,900,48.2,PASS,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,8.5,54,50,56,53,0,48.9,SUPPRESS,Weather slightly suppresses power
158,Junior Caminero,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,440,52.8,PASS,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,7.5,54,50,56,50,0,48.4,SUPPRESS,Weather slightly suppresses power
159,Jonathan Aranda,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,720,47,PASS,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,7.5,54,50,56,50,0,48.4,SUPPRESS,Weather slightly suppresses power
160,Yandy Díaz,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,770,43.4,PASS,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,7.5,54,50,56,50,0,48.4,SUPPRESS,Weather slightly suppresses power
161,Jake Fraley,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,940,34.8,PASS,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,7.5,54,50,56,50,0,48.4,SUPPRESS,Weather slightly suppresses power
162,Nick Fortes,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1100,32.6,PASS,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,7.5,54,50,56,50,0,48.4,SUPPRESS,Weather slightly suppresses power
163,Cedric Mullins,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,980,31.9,PASS,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,7.5,54,50,56,50,0,48.4,SUPPRESS,Weather slightly suppresses power
164,Jonny DeLuca,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,990,31.5,PASS,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,7.5,54,50,56,50,0,48.4,SUPPRESS,Weather slightly suppresses power
165,Taylor Walls,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1300,30.9,PASS,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,7.5,54,50,56,50,0,48.4,SUPPRESS,Weather slightly suppresses power
166,Ryan Vilade,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1060,30.6,PASS,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,7.5,54,50,56,50,0,48.4,SUPPRESS,Weather slightly suppresses power
167,Ben Williamson,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1300,30.2,PASS,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,7.5,54,50,56,50,0,48.4,SUPPRESS,Weather slightly suppresses power
168,Chandler Simpson,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,2200,26.7,PASS,69.7,4.6,20,few clouds,Tropicana Field,DOME_OR_RETRACTABLE,7.5,54,50,56,50,0,48.4,SUPPRESS,Weather slightly suppresses power
169,Juan Soto,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,470,74.3,VALUE BOMB,52,11.5,300,broken clouds,Citi Field,OPEN_AIR_OR_UNKNOWN,7.5,44,52,46.8,50,0,48.2,SUPPRESS,Weather slightly suppresses power
170,Mark Vientos,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,570,61.5,WATCH,52,11.5,300,broken clouds,Citi Field,OPEN_AIR_OR_UNKNOWN,7.5,44,52,46.8,50,0,48.2,SUPPRESS,Weather slightly suppresses power
171,Marcus Semien,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,790,48.7,PASS,52,11.5,300,broken clouds,Citi Field,OPEN_AIR_OR_UNKNOWN,7.5,44,52,46.8,50,0,48.2,SUPPRESS,Weather slightly suppresses power
172,Bo Bichette,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,850,47.2,PASS,52,11.5,300,broken clouds,Citi Field,OPEN_AIR_OR_UNKNOWN,7.5,44,52,46.8,50,0,48.2,SUPPRESS,Weather slightly suppresses power
173,Luis Torrens,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,930,42.2,PASS,52,11.5,300,broken clouds,Citi Field,OPEN_AIR_OR_UNKNOWN,7.5,44,52,46.8,50,0,48.2,SUPPRESS,Weather slightly suppresses power
174,Brett Baty,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,1040,38.4,PASS,52,11.5,300,broken clouds,Citi Field,OPEN_AIR_OR_UNKNOWN,7.5,44,52,46.8,50,0,48.2,SUPPRESS,Weather slightly suppresses power
175,Willson Contreras,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,490,80.2,STRONG PLAY,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
176,Wilyer Abreu,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,490,75.6,VALUE BOMB,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
177,Mickey Gasper,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,790,62.7,LOTTO ONLY,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
178,Jarren Duran,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,690,61.4,WATCH,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
179,Marcelo Mayer,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,820,58.4,WATCH,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
180,Matt Olson,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,400,58.2,WATCH,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
181,Carlos Narváez,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,850,57.8,PASS,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
182,Michael Harris II,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,590,56.4,PASS,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
183,Drake Baldwin,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,525,53.4,PASS,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
184,Austin Riley,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,441,53.4,PASS,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
185,Trevor Story,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,760,51.2,PASS,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
186,Caleb Durbin,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,1220,50.8,PASS,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
187,Ceddanne Rafaela,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,980,50.2,PASS,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
188,Masataka Yoshida,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,1040,49.3,PASS,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
189,Ozzie Albies,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,518,44.3,PASS,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
