rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,weather_boost,weather_match,weather_temp,weather_humidity,weather_wind,weather_wind_deg,weather_desc,weather_label,weather_park,weather_roof_flag,weather_roof_status,vegas_game_total,vegas_total_boost,vegas_total_match,live_slate_status,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type
195,2026-05-15,2026,JJ Bleday,,Cincinnati Reds,Cleveland Guardians,Cincinnati Reds @ Cleveland Guardians,824439,2026-05-15T23:10:00Z,Scheduled,Progressive Field,away,0,Tanner Bibee,Tanner Bibee,Tanner Bibee,676440,R,Tanner Bibee,676440,Andrew Abbott,671096,475,BetMGM,17.39,37.97,missing,,,,,,,Cincinnati Reds,Cincinnati Reds @ Cleveland Guardians,"{""player"":""JJ Bleday"",""player_key"":""jj bleday"",""team"":""Cincinnati Reds"",""team_key"":""cincinnati reds"",""game"":""Cincinnati Reds @ Cleveland Guardians"",""game_key"":""cincinnati reds @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""475"",""book"":""BetMGM"",""consensus_odds"":""413"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+475 | DraftKings:+425 | Caesars:+400 | FanDuel:+390"",""raw_books_seen"":""BetMGM:+475 | DraftKings:+425 | Caesars:+400 | FanDuel:+390"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,-2,MATCH,40.6,88,0.0,0,clear sky,Mild suppress,Progressive Field,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Cleveland Guardians,probable,9,45.3,4.17,1.35,4.61,9.15,3.60,8.93,3.57,1.39,54.34,NEUTRAL,54.34,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH
196,2026-05-15,2026,Samuel Basallo,,Baltimore Orioles,Washington Nationals,Baltimore Orioles @ Washington Nationals,822739,2026-05-15T22:45:00Z,Scheduled,Nationals Park,away,0,Zack Littell,Zack Littell,Zack Littell,641793,R,Zack Littell,641793,Shane Baz,669358,475,BetMGM,17.39,37.97,missing,,,,,,,Baltimore Orioles,Baltimore Orioles @ Washington Nationals,"{""player"":""Samuel Basallo"",""player_key"":""samuel basallo"",""team"":""Baltimore Orioles"",""team_key"":""baltimore orioles"",""game"":""Baltimore Orioles @ Washington Nationals"",""game_key"":""baltimore orioles @ washington nationals"",""market"":""HR"",""line"":""0.5"",""odds"":""475"",""book"":""BetMGM"",""consensus_odds"":""453"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+475 | DraftKings:+466 | FanDuel:+440 | Caesars:+425"",""raw_books_seen"":""BetMGM:+475 | DraftKings:+466 | FanDuel:+440 | Caesars:+425 | BetMGM:+475"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,53.4,72,15.0,320,broken clouds,Neutral,Nationals Park,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Washington Nationals,probable,5,36.3,6.94,1.60,6.75,9.26,5.56,4.21,3.22,3.47,91.23,ATTACK,91.23,MATCH,Nationals Park,Nationals Park,Washington Nationals,51.00,51.00,51.00,NEUTRAL,Neutral,MATCH
197,2026-05-15,2026,CJ Abrams,,Washington Nationals,Baltimore Orioles,Baltimore Orioles @ Washington Nationals,822739,2026-05-15T22:45:00Z,Scheduled,Nationals Park,home,1,Shane Baz,Shane Baz,Shane Baz,669358,R,Shane Baz,669358,Zack Littell,641793,473,DraftKings,17.45,37.95,missing,,,,,,,Washington Nationals,Baltimore Orioles @ Washington Nationals,"{""player"":""CJ Abrams"",""player_key"":""cj abrams"",""team"":""Washington Nationals"",""team_key"":""washington nationals"",""game"":""Baltimore Orioles @ Washington Nationals"",""game_key"":""baltimore orioles @ washington nationals"",""market"":""HR"",""line"":""0.5"",""odds"":""473"",""book"":""DraftKings"",""consensus_odds"":""448"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+473 | FanDuel:+470 | Caesars:+425 | BetMGM:+425"",""raw_books_seen"":""DraftKings:+473 | FanDuel:+470 | Caesars:+425 | BetMGM:+425"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,53.4,72,15.0,320,broken clouds,Neutral,Nationals Park,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Baltimore Orioles,probable,8,44.3,5.48,1.56,5.15,8.35,6.19,7.71,3.86,1.02,70.15,LIVE,70.15,MATCH,Nationals Park,Nationals Park,Washington Nationals,51.00,51.00,51.00,NEUTRAL,Neutral,MATCH
198,2026-05-15,2026,Jake Burger,,Texas Rangers,Houston Astros,Texas Rangers @ Houston Astros,824194,2026-05-16T00:10:00Z,Scheduled,Daikin Park,away,0,Spencer Arrighetti,Spencer Arrighetti,Spencer Arrighetti,681293,R,Spencer Arrighetti,681293,Jack Leiter,683004,470,FanDuel,17.54,37.91,missing,,,,,,,Texas Rangers,Texas Rangers @ Houston Astros,"{""player"":""Jake Burger"",""player_key"":""jake burger"",""team"":""Texas Rangers"",""team_key"":""texas rangers"",""game"":""Texas Rangers @ Houston Astros"",""game_key"":""texas rangers @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""470"",""book"":""FanDuel"",""consensus_odds"":""425"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+470 | DraftKings:+460 | Caesars:+390 | BetMGM:+350"",""raw_books_seen"":""FanDuel:+470 | DraftKings:+460 | Caesars:+390 | BetMGM:+350 | FanDuel:+470"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,72.5,89,10.4,180,broken clouds,Roof controlled,Daikin Park,1,ROOF_OR_RETRACTABLE,,0.0,NO_MATCH,UPCOMING,Houston Astros,probable,5,28.7,1.88,1.33,4.57,8.89,1.53,9.42,5.34,0.31,30.05,AVOID,30.05,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH
199,2026-05-15,2026,Willy Adames,,San Francisco Giants,Athletics,San Francisco Giants @ Athletics,825009,2026-05-16T01:40:00Z,Scheduled,Sutter Health Park,away,0,Aaron Civale,Aaron Civale,Aaron Civale,650644,R,Aaron Civale,650644,Tyler Mahle,641816,470,FanDuel,17.54,37.91,missing,,,,,,,San Francisco Giants,San Francisco Giants @ Athletics,"{""player"":""Willy Adames"",""player_key"":""willy adames"",""team"":""San Francisco Giants"",""team_key"":""san francisco giants"",""game"":""San Francisco Giants @ Athletics"",""game_key"":""san francisco giants @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""470"",""book"":""FanDuel"",""consensus_odds"":""458"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+470 | DraftKings:+458 | BetMGM:+333"",""raw_books_seen"":""FanDuel:+470 | DraftKings:+458 | BetMGM:+333 | FanDuel:+470"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,1,MATCH,59.1,75,6.9,140,clear sky,Mild boost,Sutter Health Park,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Athletics,probable,8,41.7,2.59,1.39,4.68,8.24,0.56,7.13,2.81,0.86,34.21,AVOID,34.21,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH
200,2026-05-15,2026,Seiya Suzuki,,Chicago Cubs,Chicago White Sox,Chicago Cubs @ Chicago White Sox,824601,2026-05-15T23:40:00Z,Scheduled,Rate Field,away,0,Sean Burke,Sean Burke,Sean Burke,680732,R,Sean Burke,680732,Edward Cabrera,665795,457,DraftKings,17.95,37.72,missing,,,,,,,Chicago Cubs,Chicago Cubs @ Chicago White Sox,"{""player"":""Seiya Suzuki"",""player_key"":""seiya suzuki"",""team"":""Chicago Cubs"",""team_key"":""chicago cubs"",""game"":""Chicago Cubs @ Chicago White Sox"",""game_key"":""chicago cubs @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""457"",""book"":""DraftKings"",""consensus_odds"":""420"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+457 | FanDuel:+440 | Caesars:+400 | BetMGM:+390"",""raw_books_seen"":""DraftKings:+457 | FanDuel:+440 | Caesars:+400 | BetMGM:+390 | DraftKings:+457"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,1,MATCH,55.9,62,9.2,170,overcast clouds,Mild boost,Guaranteed Rate Field,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Chicago White Sox,probable,6,44.0,3.68,1.09,4.05,7.81,3.06,7.36,2.05,1.02,29.24,AVOID,29.24,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH
201,2026-05-15,2026,Joc Pederson,,Texas Rangers,Houston Astros,Texas Rangers @ Houston Astros,824194,2026-05-16T00:10:00Z,Scheduled,Daikin Park,away,0,Spencer Arrighetti,Spencer Arrighetti,Spencer Arrighetti,681293,R,Spencer Arrighetti,681293,Jack Leiter,683004,453,DraftKings,18.08,37.66,missing,,,,,,,Texas Rangers,Texas Rangers @ Houston Astros,"{""player"":""Joc Pederson"",""player_key"":""joc pederson"",""team"":""Texas Rangers"",""team_key"":""texas rangers"",""game"":""Texas Rangers @ Houston Astros"",""game_key"":""texas rangers @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""453"",""book"":""DraftKings"",""consensus_odds"":""405"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+453 | FanDuel:+420 | Caesars:+390 | BetMGM:+390"",""raw_books_seen"":""DraftKings:+453 | FanDuel:+420 | Caesars:+390 | BetMGM:+390 | DraftKings:+453"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,72.5,89,10.4,180,broken clouds,Roof controlled,Daikin Park,1,ROOF_OR_RETRACTABLE,,0.0,NO_MATCH,UPCOMING,Houston Astros,probable,5,28.7,1.88,1.33,4.57,8.89,1.53,9.42,5.34,0.31,30.05,AVOID,30.05,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH
202,2026-05-15,2026,Nolan Gorman,,St. Louis Cardinals,Kansas City Royals,Kansas City Royals @ St. Louis Cardinals,823061,2026-05-16T00:15:00Z,Scheduled,Busch Stadium,home,1,Michael Wacha,Michael Wacha,Michael Wacha,608379,R,Michael Wacha,608379,Dustin May,669160,450,BetMGM,18.18,37.62,missing,,,,,,,St. Louis Cardinals,Kansas City Royals @ St. Louis Cardinals,"{""player"":""Nolan Gorman"",""player_key"":""nolan gorman"",""team"":""St Louis Cardinals"",""team_key"":""st louis cardinals"",""game"":""Kansas City Royals @ St. Louis Cardinals"",""game_key"":""kansas city royals @ st louis cardinals"",""market"":""HR"",""line"":""0.5"",""odds"":""450"",""book"":""BetMGM"",""consensus_odds"":""392"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+450 | DraftKings:+394 | Caesars:+390 | FanDuel:+390"",""raw_books_seen"":""BetMGM:+450 | DraftKings:+394 | Caesars:+390 | FanDuel:+390 | BetMGM:+450"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,1,MATCH,60.9,56,9.2,160,overcast clouds,Mild boost,Busch Stadium,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Kansas City Royals,probable,8,51.3,2.63,0.99,4.18,8.11,2.84,7.36,2.98,0.88,23.66,AVOID,23.66,MATCH,Busch Stadium,Busch Stadium,St. Louis Cardinals,40.00,40.00,40.00,SUPPRESSOR,HR suppressor,MATCH
203,2026-05-15,2026,Brandon Nimmo,,Texas Rangers,Houston Astros,Texas Rangers @ Houston Astros,824194,2026-05-16T00:10:00Z,Scheduled,Daikin Park,away,0,Spencer Arrighetti,Spencer Arrighetti,Spencer Arrighetti,681293,R,Spencer Arrighetti,681293,Jack Leiter,683004,450,BetMGM,18.18,37.62,missing,,,,,,,Texas Rangers,Texas Rangers @ Houston Astros,"{""player"":""Brandon Nimmo"",""player_key"":""brandon nimmo"",""team"":""Texas Rangers"",""team_key"":""texas rangers"",""game"":""Texas Rangers @ Houston Astros"",""game_key"":""texas rangers @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""450"",""book"":""BetMGM"",""consensus_odds"":""439"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+450 | FanDuel:+440 | DraftKings:+438 | Caesars:+400"",""raw_books_seen"":""BetMGM:+450 | FanDuel:+440 | DraftKings:+438 | Caesars:+400"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,72.5,89,10.4,180,broken clouds,Roof controlled,Daikin Park,1,ROOF_OR_RETRACTABLE,,0.0,NO_MATCH,UPCOMING,Houston Astros,probable,5,28.7,1.88,1.33,4.57,8.89,1.53,9.42,5.34,0.31,30.05,AVOID,30.05,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH
204,2026-05-15,2026,Heliot Ramos,,San Francisco Giants,Athletics,San Francisco Giants @ Athletics,825009,2026-05-16T01:40:00Z,Scheduled,Sutter Health Park,away,0,Aaron Civale,Aaron Civale,Aaron Civale,650644,R,Aaron Civale,650644,Tyler Mahle,641816,447,DraftKings,18.28,37.57,missing,,,,,,,San Francisco Giants,San Francisco Giants @ Athletics,"{""player"":""Heliot Ramos"",""player_key"":""heliot ramos"",""team"":""San Francisco Giants"",""team_key"":""san francisco giants"",""game"":""San Francisco Giants @ Athletics"",""game_key"":""san francisco giants @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""447"",""book"":""DraftKings"",""consensus_odds"":""420"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+447 | FanDuel:+420 | BetMGM:+400"",""raw_books_seen"":""DraftKings:+447 | FanDuel:+420 | BetMGM:+400 | DraftKings:+447"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,1,MATCH,59.1,75,6.9,140,clear sky,Mild boost,Sutter Health Park,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Athletics,probable,8,41.7,2.59,1.39,4.68,8.24,0.56,7.13,2.81,0.86,34.21,AVOID,34.21,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH
205,2026-05-15,2026,Brandon Lowe,,Pittsburgh Pirates,Philadelphia Phillies,Philadelphia Phillies @ Pittsburgh Pirates,823384,2026-05-15T22:40:00Z,Scheduled,PNC Park,home,1,Aaron Nola,Aaron Nola,Aaron Nola,605400,R,Aaron Nola,605400,Braxton Ashcraft,677952,440,FanDuel,18.52,37.47,missing,,,,,,,Pittsburgh Pirates,Philadelphia Phillies @ Pittsburgh Pirates,"{""player"":""Brandon Lowe"",""player_key"":""brandon lowe"",""team"":""Pittsburgh Pirates"",""team_key"":""pittsburgh pirates"",""game"":""Philadelphia Phillies @ Pittsburgh Pirates"",""game_key"":""philadelphia phillies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""440"",""book"":""FanDuel"",""consensus_odds"":""413"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+440 | DraftKings:+436 | Caesars:+390 | BetMGM:+360"",""raw_books_seen"":""FanDuel:+440 | DraftKings:+436 | Caesars:+390 | BetMGM:+360 | FanDuel:+440"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,-1,MATCH,43.0,82,6.9,310,clear sky,Mild suppress,PNC Park,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Philadelphia Phillies,probable,8,42.0,5.14,1.48,4.57,8.63,5.28,9.43,3.21,1.50,66.56,LIVE,66.56,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH
206,2026-05-15,2026,José Ramírez,,Cleveland Guardians,Cincinnati Reds,Cincinnati Reds @ Cleveland Guardians,824439,2026-05-15T23:10:00Z,Scheduled,Progressive Field,home,1,Andrew Abbott,Andrew Abbott,Andrew Abbott,671096,L,Andrew Abbott,671096,Tanner Bibee,676440,425,BetMGM,19.05,37.23,missing,,,,,,,Cleveland Guardians,Cincinnati Reds @ Cleveland Guardians,"{""player"":""José Ramírez"",""player_key"":""jose ramirez"",""team"":""Cleveland Guardians"",""team_key"":""cleveland guardians"",""game"":""Cincinnati Reds @ Cleveland Guardians"",""game_key"":""cincinnati reds @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""425"",""book"":""BetMGM"",""consensus_odds"":""390"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+425 | Caesars:+390 | FanDuel:+390 | DraftKings:+382"",""raw_books_seen"":""BetMGM:+425 | Caesars:+390 | FanDuel:+390 | DraftKings:+382"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,-2,MATCH,40.6,88,0.0,0,clear sky,Mild suppress,Progressive Field,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Cincinnati Reds,probable,9,46.3,4.47,1.51,5.44,7.51,1.02,6.41,3.88,0.97,54.85,NEUTRAL,54.85,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH
207,2026-05-15,2026,Jordan Walker,,St. Louis Cardinals,Kansas City Royals,Kansas City Royals @ St. Louis Cardinals,823061,2026-05-16T00:15:00Z,Scheduled,Busch Stadium,home,1,Michael Wacha,Michael Wacha,Michael Wacha,608379,R,Michael Wacha,608379,Dustin May,669160,425,BetMGM,19.05,37.23,missing,,,,,,,St. Louis Cardinals,Kansas City Royals @ St. Louis Cardinals,"{""player"":""Jordan Walker"",""player_key"":""jordan walker"",""team"":""St Louis Cardinals"",""team_key"":""st louis cardinals"",""game"":""Kansas City Royals @ St. Louis Cardinals"",""game_key"":""kansas city royals @ st louis cardinals"",""market"":""HR"",""line"":""0.5"",""odds"":""425"",""book"":""BetMGM"",""consensus_odds"":""395"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+425 | DraftKings:+400 | Caesars:+390 | FanDuel:+390"",""raw_books_seen"":""BetMGM:+425 | DraftKings:+400 | Caesars:+390 | FanDuel:+390"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,1,MATCH,60.9,56,9.2,160,overcast clouds,Mild boost,Busch Stadium,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Kansas City Royals,probable,8,51.3,2.63,0.99,4.18,8.11,2.84,7.36,2.98,0.88,23.66,AVOID,23.66,MATCH,Busch Stadium,Busch Stadium,St. Louis Cardinals,40.00,40.00,40.00,SUPPRESSOR,HR suppressor,MATCH
208,2026-05-15,2026,Casey Schmitt,,San Francisco Giants,Athletics,San Francisco Giants @ Athletics,825009,2026-05-16T01:40:00Z,Scheduled,Sutter Health Park,away,0,Aaron Civale,Aaron Civale,Aaron Civale,650644,R,Aaron Civale,650644,Tyler Mahle,641816,425,BetMGM,19.05,37.23,missing,,,,,,,San Francisco Giants,San Francisco Giants @ Athletics,"{""player"":""Casey Schmitt"",""player_key"":""casey schmitt"",""team"":""San Francisco Giants"",""team_key"":""san francisco giants"",""game"":""San Francisco Giants @ Athletics"",""game_key"":""san francisco giants @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""425"",""book"":""BetMGM"",""consensus_odds"":""380"",""trusted_books_count"":""3"",""trusted_books"":""BetMGM:+425 | DraftKings:+380 | FanDuel:+370"",""raw_books_seen"":""BetMGM:+425 | DraftKings:+380 | FanDuel:+370"",""removed_outliers"":""0"",""odds_quality"":""NORMAL_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,1,MATCH,59.1,75,6.9,140,clear sky,Mild boost,Sutter Health Park,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Athletics,probable,8,41.7,2.59,1.39,4.68,8.24,0.56,7.13,2.81,0.86,34.21,AVOID,34.21,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH
209,2026-05-15,2026,Zach Cole,,Houston Astros,Texas Rangers,Texas Rangers @ Houston Astros,824194,2026-05-16T00:10:00Z,Scheduled,Daikin Park,home,1,Jack Leiter,Jack Leiter,Jack Leiter,683004,R,Jack Leiter,683004,Spencer Arrighetti,681293,420,DraftKings,19.23,37.15,missing,,,,,,,Houston Astros,Texas Rangers @ Houston Astros,"{""player"":""Zach Cole"",""player_key"":""zach cole"",""team"":""Houston Astros"",""team_key"":""houston astros"",""game"":""Texas Rangers @ Houston Astros"",""game_key"":""texas rangers @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""420"",""book"":""DraftKings"",""consensus_odds"":""405"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+420 | FanDuel:+420 | Caesars:+390 | BetMGM:+340"",""raw_books_seen"":""DraftKings:+420 | FanDuel:+420 | Caesars:+390 | BetMGM:+340"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,0,MATCH,72.5,89,10.4,180,broken clouds,Roof controlled,Daikin Park,1,ROOF_OR_RETRACTABLE,,0.0,NO_MATCH,UPCOMING,Texas Rangers,probable,8,42.7,4.85,1.43,4.44,7.84,4.67,10.34,3.80,1.48,62.88,LIVE,62.88,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH
210,2026-05-15,2026,Sal Stewart,,Cincinnati Reds,Cleveland Guardians,Cincinnati Reds @ Cleveland Guardians,824439,2026-05-15T23:10:00Z,Scheduled,Progressive Field,away,0,Tanner Bibee,Tanner Bibee,Tanner Bibee,676440,R,Tanner Bibee,676440,Andrew Abbott,671096,414,DraftKings,19.46,37.05,missing,,,,,,,Cincinnati Reds,Cincinnati Reds @ Cleveland Guardians,"{""player"":""Sal Stewart"",""player_key"":""sal stewart"",""team"":""Cincinnati Reds"",""team_key"":""cincinnati reds"",""game"":""Cincinnati Reds @ Cleveland Guardians"",""game_key"":""cincinnati reds @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""414"",""book"":""DraftKings"",""consensus_odds"":""410"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+414 | FanDuel:+410 | Caesars:+390"",""raw_books_seen"":""DraftKings:+414 | FanDuel:+410 | Caesars:+390"",""removed_outliers"":""0"",""odds_quality"":""NORMAL_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,-2,MATCH,40.6,88,0.0,0,clear sky,Mild suppress,Progressive Field,0,OPEN_AIR,,0.0,NO_MATCH,UPCOMING,Cleveland Guardians,probable,9,45.3,4.17,1.35,4.61,9.15,3.60,8.93,3.57,1.39,54.34,NEUTRAL,54.34,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH
